user_id,name,email,age,gender,city,state,registration_date,loyalty_tier,is_prime
USR00130,Yashica Mody,daksheshmemon@example.org,22,Other,Chennai,Arunachal Pradesh,2024-01-29,Bronze,False
USR00131,Zarna Saha,samaksh38@example.org,61,Other,Delhi,Bihar,2023-11-11,Bronze,False
USR00132,Urvi Dasgupta,adityachaudhry@example.com,52,Female,Hyderabad,Manipur,2023-08-15,Bronze,False
USR00133,Indrajit Sura,battapallavi@example.org,18,Female,Ahmedabad,Sikkim,2025-09-29,Bronze,False
USR00134,Chakradev Nagarajan,dalalbaghyawati@example.com,41,Other,Ahmedabad,West Bengal,2024-10-25,Silver,False
USR00135,Maanav Barad,nisha95@example.org,29,Other,Jaipur,Tamil Nadu,2023-11-23,Gold,False
USR00136,Aahana Subramaniam,nandachatresh@example.com,47,Female,Lucknow,Gujarat,2025-01-31,Gold,False
USR00137,Saumya Kaur,zansi96@example.org,33,Male,Kolkata,Punjab,2024-11-01,Platinum,True
USR00138,Vihaan Kade,ekarajtaneja@example.com,47,Other,Lucknow,Chhattisgarh,2025-08-15,Platinum,False
USR00139,Niharika Solanki,neelsachar@example.net,19,Female,Hyderabad,Maharashtra,2025-03-04,Silver,False
USR00140,Brijesh Parmer,yseth@example.com,31,Female,Kolkata,Goa,2024-04-11,Gold,False
USR00141,Urishilla Bhatt,aadhya50@example.net,56,Other,Kolkata,Andhra Pradesh,2025-09-08,Bronze,True
USR00142,Gaurangi Atwal,daksheshchoudhry@example.org,23,Male,Pune,Uttarakhand,2024-12-12,Platinum,True
USR00143,Rehaan Hari,dyalpahal@example.net,62,Female,Ahmedabad,Rajasthan,2025-07-02,Platinum,True
USR00144,Vasudha Goel,kumerforum@example.net,23,Female,Chennai,Madhya Pradesh,2025-04-24,Platinum,True
USR00145,Faraj Balasubramanian,ekanta08@example.com,37,Other,Lucknow,Meghalaya,2026-01-13,Gold,False
USR00146,Amara Sankaran,ekarajsani@example.net,53,Other,Hyderabad,Telangana,2025-01-02,Platinum,False
USR00147,Vasudha Om,avni75@example.net,40,Other,Ahmedabad,Madhya Pradesh,2025-03-15,Gold,False
USR00148,Libni Aurora,opau@example.org,34,Male,Delhi,Maharashtra,2023-07-07,Silver,False
USR00149,Wahab Setty,mahajangavin@example.com,25,Other,Jaipur,Jharkhand,2025-02-22,Silver,True
USR00150,Ayushman Ravel,fsaraf@example.com,31,Other,Ahmedabad,Madhya Pradesh,2023-06-10,Gold,False
USR00151,Falan Sinha,sneha33@example.com,24,Male,Kolkata,Tripura,2026-03-13,Silver,False
USR00152,Isaac Chakrabarti,sawhneychatresh@example.org,29,Female,Mumbai,Goa,2025-03-02,Silver,False
USR00153,Ridhi Tak,aachallad@example.org,20,Male,Jaipur,Madhya Pradesh,2023-07-04,Gold,True
USR00154,Nirja Sule,owensawhney@example.com,58,Female,Delhi,Sikkim,2025-07-03,Bronze,False
USR00155,Pahal Chaudhuri,rachit67@example.org,48,Female,Ahmedabad,Arunachal Pradesh,2024-06-10,Gold,True
USR00156,Harita Gera,ykar@example.org,21,Female,Ahmedabad,Sikkim,2023-05-06,Bronze,True
USR00157,Hitesh Narasimhan,chatreshbahri@example.net,43,Female,Delhi,Meghalaya,2025-05-08,Bronze,True
USR00158,Warhi Verma,sandhujackson@example.net,27,Other,Kolkata,Himachal Pradesh,2026-03-25,Bronze,True
USR00159,Vivaan Sarkar,hbhargava@example.org,25,Other,Pune,Meghalaya,2024-02-03,Silver,False
USR00160,Frado Raval,abdulkannan@example.com,46,Female,Kolkata,Haryana,2025-09-13,Platinum,False
USR00161,Ekani Kalla,lkrishnamurthy@example.com,54,Other,Mumbai,Odisha,2023-05-31,Bronze,True
USR00162,Neelima Johal,lgaba@example.net,58,Male,Kolkata,Jharkhand,2024-05-09,Bronze,True
USR00163,Janaki Hayre,abhimanyubassi@example.net,33,Male,Jaipur,Punjab,2023-04-18,Bronze,True
USR00164,Aadi Kala,vihaankeer@example.net,18,Female,Ahmedabad,Arunachal Pradesh,2024-04-07,Platinum,False
USR00165,Jagvi Bose,quincykrishnamurthy@example.org,20,Male,Kolkata,Jharkhand,2025-11-04,Gold,False
USR00166,Gautam Edwin,theodoredasgupta@example.net,22,Other,Chennai,Madhya Pradesh,2025-06-14,Gold,True
USR00167,Vyanjana Sinha,amrutachacko@example.org,45,Male,Jaipur,Kerala,2025-09-12,Silver,True
USR00168,Benjamin Brar,ibarman@example.net,35,Male,Delhi,Haryana,2024-02-10,Bronze,True
USR00169,Mitesh Yogi,avidivan@example.com,37,Other,Lucknow,Andhra Pradesh,2025-12-16,Gold,False
USR00170,Leena Keer,jai65@example.org,25,Female,Kolkata,Meghalaya,2023-09-03,Platinum,False
USR00171,Januja Batra,qdada@example.net,50,Other,Ahmedabad,Meghalaya,2025-08-20,Platinum,True
USR00172,Aachal Trivedi,max29@example.com,56,Male,Pune,Sikkim,2024-12-02,Gold,False
USR00173,Brinda Zachariah,yutikaramaswamy@example.net,19,Male,Chennai,Punjab,2024-01-12,Bronze,False
USR00174,Faraj Jani,mkant@example.org,54,Male,Bangalore,Odisha,2025-04-02,Platinum,False
USR00175,Priya Loyal,omishabumb@example.org,35,Male,Lucknow,Tripura,2024-08-18,Platinum,False
USR00176,Warda Sood,mandanjali@example.org,23,Female,Hyderabad,Chhattisgarh,2024-10-30,Platinum,False
USR00177,Ucchal Rastogi,aarnanath@example.com,38,Other,Delhi,Andhra Pradesh,2024-01-12,Silver,False
USR00178,Ekbal Nagy,nachiket85@example.org,44,Other,Ahmedabad,West Bengal,2025-11-16,Gold,False
USR00179,Chakradhar Date,abeerbalay@example.net,53,Male,Ahmedabad,Odisha,2024-02-25,Bronze,False
USR00180,Faqid Golla,bhavnaagrawal@example.com,34,Female,Delhi,Kerala,2023-07-02,Platinum,True
USR00181,Radhika Chanda,srivastavarobert@example.com,60,Other,Ahmedabad,Tamil Nadu,2023-07-11,Platinum,True
USR00182,Wridesh Suri,parmarlogan@example.net,30,Other,Hyderabad,Sikkim,2025-03-18,Platinum,False
USR00183,Upkaar Varma,murtyudarsh@example.org,21,Male,Kolkata,Odisha,2023-06-13,Silver,False
USR00184,Akshay Narain,galaaarav@example.net,46,Other,Ahmedabad,Bihar,2023-06-25,Bronze,True
USR00185,Ishanvi Basu,wagleudarsh@example.org,58,Other,Chennai,Tamil Nadu,2025-05-22,Silver,False
USR00186,Kashvi Brar,chandrannori@example.org,53,Male,Jaipur,Tripura,2025-01-03,Platinum,True
USR00187,Isaiah Wason,nandinisubramanian@example.net,32,Male,Ahmedabad,Tripura,2024-04-16,Bronze,True
USR00188,Falak Shetty,mrai@example.net,49,Other,Kolkata,West Bengal,2024-08-23,Gold,False
USR00189,Faras Yogi,ppalla@example.com,48,Female,Chennai,Assam,2024-07-21,Platinum,True
USR00190,Omisha Mody,handafalguni@example.com,42,Male,Lucknow,West Bengal,2025-12-02,Silver,True
USR00191,Owen Pandey,patrickdass@example.org,35,Female,Hyderabad,Tamil Nadu,2024-12-06,Gold,True
USR00192,Ekantika Kale,birsaanvi@example.org,36,Other,Kolkata,Maharashtra,2025-07-14,Platinum,True
USR00193,Neel Arora,ayushman20@example.com,46,Other,Ahmedabad,Bihar,2024-01-18,Gold,False
USR00194,Warinder Bhakta,jsarma@example.net,53,Other,Pune,Uttarakhand,2025-05-14,Platinum,False
USR00195,Eiravati Kapadia,rishirandhawa@example.net,30,Other,Chennai,West Bengal,2024-12-03,Platinum,True
USR00196,Abeer Mittal,nandra@example.com,44,Male,Hyderabad,Punjab,2025-02-12,Platinum,False
USR00197,Vedant Mani,zramesh@example.org,42,Other,Bangalore,Assam,2025-07-21,Platinum,True
USR00198,Manthan Merchant,yochanaray@example.org,26,Other,Lucknow,Madhya Pradesh,2025-07-03,Gold,True
USR00199,Ucchal Chaudhary,pantomya@example.com,46,Male,Jaipur,Jharkhand,2026-03-06,Platinum,True
USR00200,Abhimanyu Chakrabarti,ishitabuch@example.com,64,Male,Pune,Nagaland,2023-11-17,Silver,True
USR00201,Chavvi Bora,pallavichokshi@example.org,48,Female,Hyderabad,Tripura,2025-11-05,Platinum,True
USR00202,Manbir Devan,darpansachar@example.net,39,Other,Jaipur,Mizoram,2024-07-09,Platinum,False
USR00203,Devansh Mahal,wridesh50@example.net,58,Other,Ahmedabad,Meghalaya,2024-08-18,Bronze,True
USR00204,Radhika Wadhwa,kalaharinakshi@example.com,33,Other,Kolkata,Haryana,2024-07-09,Silver,True
USR00205,Balvan Prabhakar,krishnabalasubramanian@example.net,45,Male,Delhi,Manipur,2024-11-01,Platinum,True
USR00206,Wyatt Bail,brijeshpau@example.com,62,Female,Mumbai,Rajasthan,2024-12-16,Bronze,False
USR00207,Wriddhish Sharaf,vmallick@example.net,21,Female,Hyderabad,Manipur,2025-08-21,Gold,False
USR00208,Divya Mahajan,ishwar40@example.org,27,Male,Jaipur,Maharashtra,2023-06-08,Platinum,True
USR00209,Samesh Walia,ekiya94@example.net,28,Male,Delhi,Manipur,2025-10-12,Platinum,True
USR00210,Lajita Kurian,pillayraksha@example.net,49,Other,Bangalore,Kerala,2024-01-06,Silver,False
USR00211,Urishilla Thakkar,lnarula@example.com,58,Female,Ahmedabad,Meghalaya,2024-06-09,Gold,True
USR00212,Oscar Pant,nchaudhry@example.net,47,Female,Jaipur,Uttar Pradesh,2024-03-25,Silver,True
USR00213,Sathvik Dar,xpadmanabhan@example.org,46,Female,Lucknow,Uttarakhand,2025-05-29,Gold,False
USR00214,Anmol Ganesan,george10@example.net,62,Female,Ahmedabad,Madhya Pradesh,2023-06-22,Gold,True
USR00215,Daksh Kanda,vsandal@example.org,42,Female,Delhi,Madhya Pradesh,2024-08-09,Silver,False
USR00216,Aahana Rege,jai32@example.com,54,Female,Lucknow,Tripura,2026-01-02,Gold,False
USR00217,Oni Dugal,bhandaribalveer@example.com,19,Other,Pune,Karnataka,2026-01-03,Gold,True
USR00218,Tanmayi Cherian,abhajaggi@example.org,54,Other,Mumbai,Kerala,2024-07-05,Platinum,False
USR00219,Nathaniel Dara,falan30@example.com,32,Other,Hyderabad,Assam,2024-02-01,Silver,True
USR00220,Oliver Char,aayushray@example.com,57,Female,Bangalore,Jharkhand,2025-12-08,Bronze,True
USR00221,Finn Taneja,charan70@example.net,37,Female,Mumbai,Uttarakhand,2023-06-28,Gold,True
USR00222,Onkar Gala,diya47@example.com,23,Female,Hyderabad,Andhra Pradesh,2023-09-07,Platinum,True
USR00223,Gaurang Misra,nitarabali@example.org,30,Male,Jaipur,Jharkhand,2023-04-23,Gold,False
USR00224,Reyansh Lal,chaitanyarajan@example.org,28,Female,Ahmedabad,Andhra Pradesh,2024-05-22,Gold,False
USR00225,Siddharth Mohan,dadaarunima@example.com,25,Female,Delhi,Tripura,2023-08-17,Silver,True
USR00226,Jeevika Ramanathan,gopalwriddhish@example.net,61,Other,Pune,Telangana,2024-12-21,Gold,True
USR00227,Simon Garg,triyasridhar@example.org,43,Male,Kolkata,Mizoram,2024-02-01,Bronze,False
USR00228,Ekapad Mallick,nimratramakrishnan@example.org,41,Other,Kolkata,Uttar Pradesh,2024-11-25,Platinum,False
USR00229,Brinda Bhatnagar,tbose@example.com,24,Other,Chennai,Tamil Nadu,2024-08-18,Platinum,True
USR00230,Pranit Kala,csen@example.net,57,Other,Hyderabad,Madhya Pradesh,2025-04-15,Silver,True
USR00231,Irya Banerjee,udarshradhakrishnan@example.com,58,Female,Kolkata,Tamil Nadu,2023-10-24,Platinum,True
USR00232,Azaan Dube,ektajaggi@example.com,26,Male,Mumbai,Andhra Pradesh,2023-11-25,Gold,False
USR00233,Hitesh Chandra,ibera@example.net,25,Male,Chennai,Arunachal Pradesh,2025-12-19,Silver,False
USR00234,Vedant Pingle,daniindrajit@example.net,47,Female,Jaipur,Andhra Pradesh,2026-03-17,Platinum,True
USR00235,Meghana Misra,damyantiloyal@example.net,44,Other,Delhi,Chhattisgarh,2025-07-26,Platinum,False
USR00236,Vrinda Rout,akshay67@example.org,35,Male,Hyderabad,Madhya Pradesh,2023-08-02,Silver,False
USR00237,David Contractor,rachana28@example.com,46,Male,Hyderabad,Andhra Pradesh,2024-11-07,Bronze,False
USR00238,Vasana Wagle,isarma@example.org,52,Other,Hyderabad,Himachal Pradesh,2023-08-17,Bronze,False
USR00239,Yauvani Varughese,theodoredeshmukh@example.com,35,Male,Delhi,Uttar Pradesh,2025-05-15,Platinum,True
USR00240,Saumya Jain,omkaarkeer@example.org,60,Male,Lucknow,Chhattisgarh,2026-01-19,Bronze,True
USR00241,Sanaya Lala,diyarajagopalan@example.org,39,Male,Bangalore,Kerala,2025-06-02,Silver,True
USR00242,Libni Ben,lperi@example.com,53,Male,Lucknow,Jharkhand,2024-03-29,Silver,True
USR00243,Yashawini Rastogi,majumdarsamesh@example.com,39,Male,Lucknow,Manipur,2025-01-07,Bronze,False
USR00244,Rushil Iyer,soniyadavi@example.net,27,Male,Jaipur,Tamil Nadu,2024-06-19,Gold,True
USR00245,Zaitra Shukla,kabir69@example.net,25,Other,Mumbai,Sikkim,2024-11-15,Silver,True
USR00246,Darpan Doshi,nidhi48@example.org,40,Male,Lucknow,Karnataka,2023-06-22,Gold,True
USR00247,Hemal Luthra,onkarsankar@example.com,29,Female,Mumbai,Mizoram,2023-07-12,Silver,False
USR00248,Samesh Bhardwaj,mishradamyanti@example.org,51,Male,Delhi,Karnataka,2023-11-10,Platinum,False
USR00249,Dayita Korpal,anarang@example.com,41,Other,Lucknow,Tamil Nadu,2024-10-11,Bronze,False
